Sample in Buffer,Sample in Window,TRIGGER,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_0_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tdata[159:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_1_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_2_axis_tlast,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tdata[63:0],fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tvalid,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tready,fpga_block_design_i/datapath/system_ila_1/inst/net_slot_3_axis_tlast,Interface_(i4:s0)_(dac_ctrl_ch4)[2:0],Interface_(i4:s1)_(dac_ctrl_ch5)[2:0],Interface_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],Interface_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0],T_Channel_(i4:s0)_(dac_ctrl_ch4)[2:0],T_Channel_(i4:s1)_(dac_ctrl_ch5)[2:0],T_Channel_(i4:s2)_(SF_COMP_hier_M_AXIS_OUT_CH0)[2:0],T_Channel_(i4:s3)_(SF_COMP_hier_M_AXIS_OUT_CH1)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
70,70,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000001111111111110000000000000010000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
71,71,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0010000000000000000000000000001000000000000010000000000000001111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
72,72,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111110000000000000001111111111110011111111111110000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
73,73,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000001000000000000000111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
74,74,0,0000000000000000000000000000000000000000,1,1,0,0000000000000000000000000000000000000000,1,1,0,1111111000000000000000000000000000000000000000001011111111111110,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
75,75,0,a236b67aacc237ced8053f2f09a255fafa31ec7f,1,1,0,b297abe2bd9e14ffbd3323f30425627ef5320170,1,1,0,0000000000001000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
76,76,0,210b60105c332c8b5e92e84636dc9cc4e4e9b1a7,1,1,0,043e491c3781305f537b02e0321bbefd1465c463,1,1,0,0001000000000000001000000000000000111111111111100000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
77,77,0,2c54a424debe9e38a486d2ab9f921ff1d3ce5cb6,1,1,0,3010c7d2fa44b57fc8f2cf60b69803a4d0a637b8,1,1,0,0000000000000000000000001000000000000000000000000000100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
78,78,0,64211a305c0bcde31fc29d4ed47ba2799dd7dcbf,1,1,0,43c423974a36eac52727bf42f117b50ec0add749,1,1,0,0010000000000000000000000000000000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
79,79,0,bb22b1dc96d8f4bfac6c3e59eb9d65bd399057cb,1,1,0,da20bbfbb4f4e7f6ba0f1f95e02946b21b934787,1,1,0,0000000010000000000000000000000000001011111111111110000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
80,80,0,13e66728549e40396887f71f4859b480ffcd9653,1,1,0,ff494f5235463b764d8109504145d3a30f27b39b,1,1,0,0011111111111110000000000000000000000000000000000000000010000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
81,81,0,bcdc52c302146ad947174f8a68bb0eb458aac48b,1,1,0,c2473601f39551372acb450a4cf519e44a07df62,1,1,0,0000010000000000000000000000000000101111111111111000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
82,82,0,5b50c87423549a76da869beba3d3cb31970b1513,1,1,0,4d29e0a2277cb67bf01daf1cc093cb6bae2202c2,1,1,0,1111111111111000000000000000000000000000100000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
83,83,0,98c51c17c01b574f05d66b3c47614f5f6aea0e37,1,1,0,ac6c0986c43a3c88f7b053442d3146705035177b,1,1,0,0000001111111111111000000000000010000000000000100000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
84,84,0,948af46aa2083781d8c964c31d73672a596a3e42,1,1,0,abaeeb64af1322cbd6534b450b8a55733fdb3a14,1,1,0,0000000000100000000000000000000000000110111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
85,85,0,6a08160f6353d239335da01ff0139524b095b558,1,1,0,537b1c7e54b6e4b732b6b887febda836c818bc8d,1,1,0,0100000000000000000000000000000000000000000010000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
86,86,0,96a0e65a9a3c297ac7995d0108776c20496f50f8,1,1,0,ac3ce0b9a8dc18a2c96b45cbfbe0590e33a54838,1,1,0,0000001000000000000010100000000000000000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
87,87,0,93a3f41b9ee8335bce1f61d10dd36b7f4c174fcd,1,1,0,a63fecbdaa4022e7ce854cf3014e5b3138574842,1,1,0,0000000000000000000000000001000000000000000011111111111110000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
88,88,0,6cf4fb5658c9beb824d0988be5329683ac16b8b5,1,1,0,5ce50510505dcfc32738ac05f2d0a479bf61bd93,1,1,0,0000001011111111111100000000000000100000000000000011111111111110,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
89,89,0,96b31c65b647522cf0086c5e2d7663885ee237fe,1,1,0,a34c1004bac74105e9fa5ab01e8e590b4c0d3692,1,1,0,1111111111111000000000000000111111111111000000000000001011111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
90,90,0,bb9854ebf1966d362da063ac5adb3cae6ddf012b,1,1,0,bdf8459debf45ec1209959e04ad93bf75f3608b5,1,1,0,1111000000000000000011111111111100111111111111100000000000000011,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
91,91,0,1d7a9720e35795e4b06fb462959ce85b98ac258f,1,1,0,214ba508ed9da036bf28b846a3bde328a2e31a03,1,1,0,1111111111101111111111110000000000000000000000000000001111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
92,92,0,15746a07488152dc681f21f06a17e9554ef6b3a5,1,1,0,0c0c60403bc14ea05a5724b9606df36e4aadc172,1,1,0,1100111111111111101111111111111000000000000000000000000000100000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
93,93,0,691119df69ece4dc4e77b483208098dae7bd9547,1,1,0,5e361e186278ed5e4b74c05d2498a41ff0259e04,1,1,0,0000000000111111111111100000000000000000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
94,94,0,9d422b62bc735554ed226b05219c667e50c24972,1,1,0,a2572207bced4ac7e8ba60d118296074459247bc,1,1,0,1000000000000000000000000000001111111111111000000000000000111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
95,95,0,2d099e90fb93938aca17a227a514c5c29398f8d1,1,1,0,2faaa7e301ad9b0bd383a655af3ec43e9c75f348,1,1,0,1111110000000000000000111111111111101111111111110011111111111110,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
96,96,0,9cfad99694c2082ea3ef3690c55c5935f5016aec,1,1,0,a477d60b9a2c0235a69b2e58c33650baefd863c6,1,1,0,1111111111111011111111111110000000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
97,97,0,5a88c9873c26a75b0fdb966fe1969a3cb630b26f,1,1,0,5955d12a3dcbae9014869cf7e92d9d14be48b2b3,1,1,0,0000000000000000000000000000000010000000000000001111111111111000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
98,98,0,fa8c68bc25c6638d4c5249d3632623c0699cf414,1,1,0,f4df643c1f3c619e45014a495d43284a654cfa2c,1,1,0,0000000000000000000000000000000000000000111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
99,99,0,59f3cd1640dcad4c1a2e9abaf0a698c4c669a7ba,1,1,0,5a72d378434fb2831e6b9f5cf7429a8accbca77f,1,1,0,0000000000000000001111111111111011111111111110111111111111100000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
100,100,0,0ae9661030bd5c45507541c3630a1e3667ccf354,1,1,0,04fd64992b425cfa4b0244135f5723a865ecf8f1,1,1,0,0000000010000000000000000000000000010000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
101,101,0,9c8ae84b99ac0d66a5e232debf7a4fafe41663fc,1,1,0,9f4ee3259a4a081ba5442d6fbb4f4ac4df7660a7,1,1,0,1000000000000010000000000000001111111111111000000000000010111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
102,102,0,4a7642c15df826dc651203156043e0604df1be73,1,1,0,464b46d05bec2b8463f308596200e61b50e3c338,1,1,0,1111111000000000000000111111111111101111111111111011111111111110,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
103,103,0,b3043f1fcaa9555feb16625b0cc863402ffc58e9,1,1,0,af683abbc5f352e9e61d60da069d64612b185b66,1,1,0,0000000000000011111111111100000000000000000000000000011011111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
104,104,0,c8d3ae63b0ffc308a19cdfc59ccdffe8a22922f5,1,1,0,cd60aa9cb3b9be7da329daf29c06f98f9ff71dbb,1,1,0,1111100000000000000011111111111110111111111111101111111111111000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
105,105,0,370b4f834c6a3d065b30236460cb06425ee0e668,1,1,0,32c853d04a0c42135a3a289361d00cd4615ceb85,1,1,0,0000000000001111111111110011111111111100000000000000100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
106,106,0,b7633eabca6d5061e43e5cc7ffbf605b1da05c82,1,1,0,b2903af6c4f44eb9dec25c62f97d620818915f9e,1,1,0,0000000000000000001111111111111011111111111110111111111111100000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
107,107,0,b78cc301a91fd751a17af105a0de0be9a867271e,1,1,0,ba1fbd7da9e1d1a5a0d4eb599e7805eda4382250,1,1,0,0000000100111111111111100000000000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
108,108,0,5b44109b5d9cfa5e5957e3544f1acdb23ed3b9ee,1,1,0,5c0b16e45febffc25cafe80a5456d20244afbc71,1,1,0,0000000000000000000000000000000000000000001000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
109,109,0,101b5a9323c755b937e94a3047d63aca54f9260f,1,1,0,0a905d2d1f7959dc34484ef14571414254532c7f,1,1,0,0000001000000000000000000000000000100000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
110,110,0,b4c632f9c060424ad1134f2ae4645763fabf5bab,1,1,0,afec2eecbaf13fcacb544decdd7a579cf47b5d7a,1,1,0,0000000000001000000000000000000000000000001111111111111000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
111,111,0,fb46a717eb22a850d94dae6fca3eb80fbad6c5c9,1,1,0,0134a578f02ba519dd8baab4ce4cb268bd3fbfc2,1,1,0,0000001111111111111011111111111110000000000000001111111111111011,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
112,112,0,45afc99b3bc6be0a2e4db3ae1f20aca30cf6a78e,1,1,0,4a64cd824126c07a33a3b52725dfad311352a661,1,1,0,1111111111100000000000000000000000000000111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
113,113,0,5502143457b9072057bef6d354ede7c34e95d710,1,1,0,54a61a2558f40cac597bfc16583ced7a52f0dbbc,1,1,0,0010111111111111100000000000010000000000000010111111111111000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
114,114,0,e96152d8f41655cf01c956b00e75557a1d8c51da,1,1,0,e3e951c2eecf563afc985782089857b3186854d2,1,1,0,0000000010000000000000101111111111111000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
115,115,0,b9653015be813809c78040e0d13c4845dd414e91,1,1,0,b6672bdcbac434d9c3383de7cbc945a5d7834d4a,1,1,0,1000000000000000111111111111000000000000000000000000000010000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
116,116,0,ab68fc0daac104feabf80f82aeca1a95b374260b,1,1,0,abc2f705aa3b0056aac20ae3aca01527b0342151,1,1,0,0000000000000000000000000000000000100000000000000000000000000010,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
117,117,0,dd4db39ad731b67fcfefbab0c8fbc07bc1cec6fe,1,1,0,e17eb292db16b4d7d38db88ccd26bd56c51ec344,1,1,0,0000000000000000000000000000111111111111100000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
118,118,0,02abac99fca2ac31f556ace0ed68ae43e4bab0d4,1,1,0,068aadec0066ace3f965ad1cf248ade4e97aafb7,1,1,0,0000000000000000001011111111111110000000000001100000000000001000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
119,119,0,217fb3c51dbcb1fc173aafd3114aaec40923ad4d,1,1,0,23e9b6cf2090b4311a4bb1e81565b0820d55aebf,1,1,0,0000000000101111111111111000000000000000000000000000001111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
120,120,0,45ced39644ded20c41d6cde23f90cb163b79c6ad,1,1,0,44e2d6f744d5d51b41d9d11d4041cecc3cc0ca45,1,1,0,1110111111111111100000000000010000000000000000000000000000101111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
121,121,0,4d37e2dc4cf4e1a24b82de884a18db3d47b4d776,1,1,0,4b52e57a4b83e4274a60e1514930ded447acdaf7,1,1,0,1111111110111111111111100000000000000000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
122,122,0,5062ed8a5074ed9e4fc5eb034f63e8f84e1ae57e,1,1,0,4d95ef5c4e4fef6d4d9aed174d6bebdd4cbde87b,1,1,0,1000000000000000111111111111100000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
123,123,0,5201f4c95211f67a5204f67a51cdf62e5170f497,1,1,0,4e5ef5064ed6f6b44eedf6e24eaff7794eaef624,1,1,0,0000001000000000000000111111111111101111111111111000000000000010,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
124,124,0,5148f06b51f2f391518cf3c0520af52f5150f460,1,1,0,4d26f0404e8cf3404dfbf3bc4ea9f5b44e21f54a,1,1,0,0000000000000000000000000010000000000000001111111111110000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
125,125,0,4f10e74b506ceb39507ced0f5116eef150e7efac,1,1,0,4a9fe6de4c75ea8f4cb7ec894d1eef194d92effd,1,1,0,0000000000000000001000000000000010111111111111100000000000000011,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
126,126,0,3f45c8fc42dccdd34509d1204756d44c47efd716,1,1,0,39cbc9323da3cd934026d0ff4287d47243e0d76b,1,1,0,1111111111000000000000000000000000000000111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
127,127,0,2c83b8483255bcee3591bfbb39b4c32e3bc4c5f8,1,1,0,2661b9c32cbebdaa3024c091348bc413370dc6ce,1,1,0,0010000000000000001111111111111000000000000000111111111111101111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
128,128,0,1029acb61820af2f1da8b167238bb39f273bb652,1,1,0,0a4eb0211233b19917fcb3a91e21b5d5224bb840,1,1,0,1111111010000000000000000000000000000000000000000010111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
129,129,0,c76ebf42d023b97fd6afb532defab16ee4f7afbe,1,1,0,c506c72cccfac064d313bc00db62b782e14db530,1,1,0,0000000000000010111111111111100000000000000000000000000010111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
130,130,0,ad3fe63eb23adbb2b602d39ebc14cb44c176c63d,1,1,0,aeefef08b2ade40ab5d6dbfdbb49d304c04ecd42,1,1,0,1111110000000000000010000000000000001111111111111000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
131,131,0,acb51adaaa8a0dc1a9830421a9a7f89fabc1f059,1,1,0,b35b21f4af80155aade20be8ad0f0086ae40f7ac,1,1,0,1111111111111000000000000010000000000000000000000000001000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
132,132,0,0d0a5806fe57579cf1bf5713e4b35399da984eeb,1,1,0,16d0530108495469fbe554ffee9852f5e3f14f5e,1,1,0,0000000000000000000011111111111110000000000000000000000000010000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
133,133,0,48a334363da93ffe330348a6261450261a9b53a0,1,1,0,4c42291f43493643398b3fcb2dc248cf227a4d7d,1,1,0,0000000000000000000000000000000000000110111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
134,134,0,57b0ea9658e7fc3d58de0ae655301ab64f9f268c,1,1,0,51ecdf9d559bf0eb56fdff40556e0f8b514e1c0f,1,1,0,0010000000000000100000000000000000000000000010000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
135,135,0,cdf4b2c2e022aafcf146a5e503b7a53c12f7a7cd,1,1,0,c3f3bc12d4b4b19fe4ffaa95f770a74a0703a7d4,1,1,0,0000000000000000000000100000000000000000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
136,136,0,a36e04cfa59befd1aac5dd71b462cc1fbf68bfcb,1,1,0,a63f12c3a4fdfd9ea7c9eae4aee4d803b860ca1a,1,1,0,0000000000000000000000000000001111111111111011111111111110000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
137,137,0,db27559fc7f549e1b9103bc5ad942a32a77518ce,1,1,0,e93f59d2d4625145c3a8456db5863575acc724dd,1,1,0,0000001000000000000000000000000000100000000000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
138,138,0,56abd9205cc2f0dd5e04081d58a41f124f1631c0,1,1,0,4f5dcb0a5972e1c45e23f8ae5c8210be55ab24f1,1,1,0,0000000000001000000000000000000000000000000000000000001000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
139,139,0,f152a0e60c0fa23323b8a7713933b4a948cbc415,1,1,0,e105a3e0fc23a09c1493a23f2ca8abff3e9eb915,1,1,0,0000100000000000001000000000000010000000000000101111111111111000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
140,140,0,9f80fa2ca5d7df58b1afc89cc449b4e7d8bda992,1,1,0,9ed00af3a03feec6a898d647b7debf33cb31b04d,1,1,0,0000000001000000000000000000000000000000111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
141,141,0,5e841c9a4f7637c43c554cc4221a5ad208ed6002,1,1,0,64150b9f59f92a014a38424531ee555618fe5ec9,1,1,0,0000000000000000001111111111111000000000000010000000000000100000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
142,142,0,1e94a1f43b4ab1ff4fbac7175ddae31a6099fe56,1,1,0,0da89ba42dd3a65645f0b886599dd24b60dcedfe,1,1,0,0000000100000000000001101111111111111011111111111110111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
143,143,0,a085e402afb3c6ebc5c6afe4e262a1c9ff979e3c,1,1,0,9a25f531a430d4dcb6bcb9a4d157a613eece9d2a,1,1,0,1011111111111110000000000000000000000000000011111111111110111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
144,144,0,64b8019c5c9924bc4b6b42b62ed3581d112961d5,1,1,0,66d9eed76503147058eb35a23f8451502291604e,1,1,0,1111111000000000000100000000000000100000000000000000000000000010,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
145,145,0,eac69ca2102c9cdd328ba89d4df0c0db5dafdde3,1,1,0,d7f69e8bfe3497b523349d9c4422b17d596dccdc,1,1,0,1111111111111000000000000100000000000000000000000000001000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
146,146,0,a64e31089baf0b449dcee5dfaec8c39ac880ac4b,1,1,0,ad6342bc9b5c1e1a9712f79ca203d0e7b895b474,1,1,0,0000000000000000000000000000000000000000000001100000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
147,147,0,1ee09d3a434eb3685c40d29a6633fae860711f64,1,1,0,0d4d950c3716a4eb55d9c07e6801e86c68400f2e,1,1,0,0000000000100000000000010000000000000000111111111111000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
148,148,0,9a2d125e9c93e5f5aedec0eccf4aa503f52c9abe,1,1,0,9b08257594f6f783a168ce59bd8fab5de3439a21,1,1,0,0000000000000000100000000000001000000000000000000000000000100000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
149,149,0,44424e961bbb6395f08d6642c76f56ceab65392e,1,1,0,543944172ece614f02db6b9dd57e6355b2ec4970,1,1,0,0000000000000000000000100000000000000000000000000000111111111111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
150,150,0,9f4629b098a7fa34a416cdfcc416ab00ebc29ad8,1,1,0,a4633c3194b70c6498e1dd57b378b30dd9d59bc8,1,1,0,1000000000000000000000000000000000000000001000000000000000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
151,151,0,5fcf2c2e3fde5235157766a7e4ac64e2bda74f58,1,1,0,69fa1c305010493a2834651df5706c8cc9935c8c,1,1,0,0000000000000000000000000000000000100000000000000000000000000010,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
152,152,0,dacc9d090d6398633b06a91e5caace5c67d2fb99,1,1,0,c8a1a166fbc0935c2d0f9ce95686bd15698fea00,1,1,0,0000000000001000000000000010000000000000000000000000010000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
153,153,0,59e4c81568bffac85f102e093ce5559a0f4467b2,1,1,0,520db7bf6a01e90368c31e864c7a4d6320a26725,1,1,0,0000000000000000000011111111111110000000000000001111111111111000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
154,154,0,95ddfc69a6cbc920cc7ba3160125969631f8a3b5,1,1,0,93860e289c31d705bbf1aa7cefe4945923b699ed,1,1,0,0000000000001111111111110000000000000100111111111111100000000000,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
155,155,0,59f23836309e5d5afac96a21c6525867a3b2325e,1,1,0,64512a03408756ae0cb16c36d3886325aa8f41d6,1,1,0,0000000000000000001111111111111000000000000010000000000000101111,1,1,0,0000000000000000,0,1,1,"Active","Active","Active","_","Stream Beat","Stream Beat","Stream Beat","_"
